season_id,age_group_id,region_id,club_id,league_group_id,division_name,group_name,match_id,round,discipline,discipline_no,discipline_code,home_team,away_team,home_players,away_players,home_player_ids,away_player_ids,set_scores,winner_side,winner_team,wo
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,1. MD,1,MD,Gentofte,Greve,"Rasmus Prasz Espersen, Christine Busch Andreasen","Rikke Søby Hansen, Calvin Lundsgaard Kvolbæk","2346, 2241","66239, 238002","21-13, 21-18",home,Gentofte,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,2. MD,2,MD,Gentofte,Greve,"Rasmus Kjær Pedersen, Sara Thygesen","Fiona Hallberg (EU), Jonas Kudsk","83801, 40011","253597, 115748","16-21, 21-18, 21-14",home,Gentofte,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,1. DS,1,DS,Gentofte,Greve,Clara Azurmendi (EU),Polina Buhrova (udl.),257851,342060,"20-22, 18-21",away,Greve,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,2. DS,2,DS,Gentofte,Greve,Sofie Karmann,Yevheniia Kantemyr (udl.),234461,343800,"21-16, 16-21, 18-21",away,Greve,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,1. HS,1,HS,Gentofte,Greve,Arnaud Merkle (EU),William Bøgebjerg,213529,197402,"21-14, 19-21, 21-10",home,Gentofte,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,2. HS,2,HS,Gentofte,Greve,Victor Ørding Kauffmann,David Kim Kristensen,91606,70867,"21-13, 21-15",home,Gentofte,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,1. DD,1,DD,Gentofte,Greve,"Christine Busch Andreasen, Sara Thygesen","Polina Buhrova (udl.), Yevheniia Kantemyr (udl.)","2241, 40011","342060, 343800","21-14, 21-19",home,Gentofte,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,1. HD,1,HD,Gentofte,Greve,"Rasmus Kjær Pedersen, Rasmus Prasz Espersen","Jeppe Søby Hansen, Calvin Lundsgaard Kvolbæk","83801, 2346","3319, 238002","23-21, 21-16",home,Gentofte,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484961,1 02-09-2025,2. HD,2,HD,Gentofte,Greve,"Jeppe Bay Madsen, Arnaud Merkle (EU)","Tobias Kudsk, Jonas Kudsk","78661, 213529","115747, 115748","21-13, 21-16",home,Gentofte,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,1. MD,1,MD,Hvidovre,Team Skælskør-Slagelse,"Callum Hemming (udl.), Estelle Van Leeuwen (udl.)","Mathias Thyrri Jørgensen, Stine Küspert (EU)","163381, 266748","81255, 167210","21-13, 21-17",home,Hvidovre,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,2. MD,2,MD,Hvidovre,Team Skælskør-Slagelse,"Kristoffer Kolding, Mette Werge","William Villeger (EU), Natasja P. Anthonisen","156224, 115862","353270, 2590","21-11, 21-18",home,Hvidovre,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,1. DS,1,DS,Hvidovre,Team Skælskør-Slagelse,Anna Siess Ryberg,Mia Blichfeldt,3300,81104,"19-21, 3-21",away,Team Skælskør-Slagelse,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,2. DS,2,DS,Hvidovre,Team Skælskør-Slagelse,Ann-Sofie Husher Ruus,Anna Tatranova (EU),2454,266749,"15-21, 16-21",away,Team Skælskør-Slagelse,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,1. HS,1,HS,Hvidovre,Team Skælskør-Slagelse,Rasmus Gemke,Joakim Oldorff (EU),77864,232616,"21-8, 21-16",home,Hvidovre,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,2. HS,2,HS,Hvidovre,Team Skælskør-Slagelse,Julien Carraggi (EU),Mathias Solgaard,213539,3032,"21-16, 21-17",home,Hvidovre,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,1. DD,1,DD,Hvidovre,Team Skælskør-Slagelse,"Mette Werge, Estelle Van Leeuwen (udl.)","Natasja P. Anthonisen, Alyssa Tirtosentono (EU)","115862, 266748","2590, 253649","21-18, 19-21, 21-9",home,Hvidovre,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,1. HD,1,HD,Hvidovre,Team Skælskør-Slagelse,"Marvin Emil Seidel (EU), Bjarne Geiss (EU)","Mathias Thyrri Jørgensen, William Villeger (EU)","352371, 359730","81255, 353270","21-13, 19-21, 19-21",away,Team Skælskør-Slagelse,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484962,1 02-09-2025,2. HD,2,HD,Hvidovre,Team Skælskør-Slagelse,"Kristoffer Kolding, Callum Hemming (udl.)","Filip Karlborg (EU), Mio Molin (EU)","156224, 163381","253590, 288154","21-17, 13-21, 21-15",home,Hvidovre,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,1. MD,1,MD,Skovshoved,Vendsyssel,"Sara Lundgaard, Grégoire Deschamp (EU)","Robin Tabeling (EU), Debora Jille (EU)","80319, 253581","61161, 305462","13-21, 21-23",away,Vendsyssel,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,2. MD,2,MD,Skovshoved,Vendsyssel,"Daniel Lundgaard, Mette Poulsen","Mathias Christiansen, Tilda Sjöö (EU)","1311, 55556","59946, 197734","21-15, 14-21, 21-14",home,Skovshoved,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,1. DS,1,DS,Skovshoved,Vendsyssel,Line Christophersen,Kirsty Alison Gilmour (udl.),154,57455,"17-21, 21-15, 21-11",home,Skovshoved,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,2. DS,2,DS,Skovshoved,Vendsyssel,Benedicte Sillassen,Frederikke Østergaard,240049,156350,"17-21, 17-21",away,Vendsyssel,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,1. HS,1,HS,Skovshoved,Vendsyssel,Mads Christophersen,Magnus Johannesen,81169,2972,"21-14, 21-18",home,Skovshoved,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,2. HS,2,HS,Skovshoved,Vendsyssel,Christopher Vittoriani,Victor Svendsen,3269,69610,"20-22, 15-21",away,Vendsyssel,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,1. DD,1,DD,Skovshoved,Vendsyssel,"Mette Poulsen, Sara Lundgaard","Debora Jille (EU), Tilda Sjöö (EU)","55556, 80319","305462, 197734","21-18, 24-22",home,Skovshoved,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,1. HD,1,HD,Skovshoved,Vendsyssel,"Joel Eipe, Daniel Lundgaard","Mathias Christiansen, Robin Tabeling (EU)","78774, 1311","59946, 61161","20-22, 21-18, 21-14",home,Skovshoved,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,484965,1 02-09-2025,2. HD,2,HD,Skovshoved,Vendsyssel,"Christopher Vittoriani, Grégoire Deschamp (EU)","Victor Svendsen, Gustav Bjørkler","3269, 253581","69610, 317513","14-21, 21-12, 10-21",away,Vendsyssel,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,1. MD,1,MD,Højbjerg,Værløse,"Mads Vestergaard, Amalie Magelund Krogh","Alex Green (udl.), Signe Schulz Terp-Nielsen","3019, 869","253588, 2533","18-21, 21-9, 21-10",home,Højbjerg,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,2. MD,2,MD,Højbjerg,Værløse,"Jesper Toft, Sophia Lemming","Andreas Søndergaard, Amalie Cecilie Kudsk","86982, 230791","84100, 132196","19-21, 18-21",away,Værløse,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,1. DS,1,DS,Højbjerg,Værløse,Line Kjærsfeldt,Julie Dawall Jakobsen,61094,83614,"18-21, 11-21",away,Værløse,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,2. DS,2,DS,Højbjerg,Værløse,Amalie Schulz Terp-Nielsen,Laura Fløj Thomsen,2532,93538,"21-11, 19-21, 21-19",home,Højbjerg,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,1. HS,1,HS,Højbjerg,Værløse,Jakob Houe Andersen,Ditlev Jæger Holm,156109,80361,"21-19, 21-15",home,Højbjerg,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,2. HS,2,HS,Højbjerg,Værløse,Mads Emil Monke,Niklas Lynge Olesen,236101,236652,"13-21, 21-19, 21-7",home,Højbjerg,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,1. DD,1,DD,Højbjerg,Værløse,"Amalie Magelund Krogh, Amalie Schulz Terp-Nielsen","Amalie Cecilie Kudsk, Signe Schulz Terp-Nielsen","869, 2532","132196, 2533","21-14, 21-16",home,Højbjerg,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,1. HD,1,HD,Højbjerg,Værløse,"Mads Vestergaard, Jesper Toft","Alex Green (udl.), Oliver Geisler","3019, 86982","253588, 86385","21-14, 21-18",home,Højbjerg,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487607,1 02-09-2025,2. HD,2,HD,Højbjerg,Værløse,"Anders Skaarup Rasmussen, Jakob Houe Andersen","Andreas Søndergaard, Robert Nebel","29269, 156109","84100, 243246","21-19, 22-20",home,Højbjerg,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487608,1 02-09-2025,1. MD,1,MD,Odense OBK,Solrød Strand,"Alexander Dunn (udl.), Amanda Aarrebo Petersen","Alexandra Bøje, Frederik Søgaard","238522, 240212","89506, 80745","21-16, 18-21, 21-14",home,Odense OBK,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487608,1 02-09-2025,2. MD,2,MD,Odense OBK,Solrød Strand,"Christian Faust Kjær, Maiken Fruergaard Sørensen","Kathrine Vang Rasmussen, Zach Russ (EU)","92043, 68036","94180, 163380","21-15, 21-18",home,Odense OBK,
2025,1,1,-3,17880,Badmintonligaen,Grundspil,487608,1 02-09-2025,1. DS,1,DS,Odense OBK,Solrød Strand,Yvonne Li (EU),Tara Shah (udl.),84382,352344,"14-21, 19-21",away,Solrød Strand,
